Input sentence,Output sentence
"അതുപോലെ തന്നെ കർമ്മാനുഷ്ഠാനത്തെപ്പറ്റിയുള്ള ഭഗവാന്റെ വരികൾ നോക്കൂ - 
""കർമണ്യവാധികാരസ്തേ 
മാ ഫലേഷു കദാചന 
മാ കർമഫല ഹേതുർഭൂര്‍ 
മാ തേ സംഗോസ്ത്വകർമണി"" ","അതുപോലെ തന്നെ കർമ്മാനുഷ്ഠാനത്തെപ്പറ്റിയുള്ള ഭഗവാന്റെ വരികൾ നോക്കൂ - 
""കർമണ്യേവാധികാരസ്തേ 
മാ ഫലേഷു കദാചന 
മാ കർമഫല ഹേതുർഭൂര്‍ 
മാ തേ സംഗോസ്ത്വകർമണി"" "
"ഫലെച് ച്ഛയില്ലാതെ കർമമനുഷ്ടിക്കുന്നതിലൂടെ ചിത്തശുദ്ധിയും അതിലുപരി പരമപുരുഷാർത്ഥമായ മോക്ഷവും നേടാൻ സാധിക്കുമെന്ന് മഹാഭാരതം ഓർമിപ്പിക്കുന്നു. 
","ഫലേച്ഛയില്ലാതെ കർമമനുഷ്ടിക്കുന്നതിലൂടെ ചിത്തശുദ്ധിയും അതിലുപരി പരമപുരുഷാർത്ഥമായ മോക്ഷവും നേടാൻ സാധിക്കുമെന്ന് മഹാഭാരതം ഓർമിപ്പിക്കുന്നു. 
"
,
വായിക്കാനേറെയിഷ്ടപ്പെട്ട് എല്ലാ ആഴ്ചയിലും വായനാശാലയിൽ പോയി പുസ്തകങ്ങൾ എടുത്തു കൊണ്ടു വരുമായിരുന്നെങ്കിലും പുരാണ കഥകൾ വായിക്കാൻ എനിക്ക് ഒരിക്കലും താത്പര്യമുണ്ടായിരുന്നില്ല,വായിക്കാനേറെയിഷ്ടപ്പെട്ട് എല്ലാ ആഴ്ചയിലും വായനാശാലയിൽ പോയി പുസ്തകങ്ങൾ എടുത്തു കൊണ്ടു വരുമായിരുന്നെങ്കിലും പുരാണ കഥകൾ വായിക്കാൻ എനിക്ക് ഒരിക്കലും താത്പര്യമുണ്ടായിരുന്നില്ല.
"പക്ഷെ, വളർന്നു വരുന്നതിനിടയ്ക്ക് അമ്മയും അമ്മമ്മയും പറഞ്ഞു കേട്ട് പല പുരാണ കഥകളും എനിക്ക് അറിയാമയിരുന്നു.","പക്ഷെ, വളർന്നു വരുന്നതിനിടയ്ക്ക് അമ്മയും അമ്മമ്മയും പറഞ്ഞു കേട്ട് പല പുരാണ കഥകളും എനിക്ക് അറിയാമായിരുന്നു."
"എന്നാൽ, ഒരിക്കലും ഈ കഥകൾ എനിക്ക് യുക്തിപരമയി തോന്നിയിട്ടില്ല.","എന്നാൽ, ഒരിക്കലും ഈ കഥകൾ എനിക്ക് യുക്തിപരമായി തോന്നിയിട്ടില്ല."
അമനുഷിക ശക്തികളും കാഴ്ചകളും അവിശ്വസനീയ സന്ദർഭങ്ങളുമൊക്കെ അംഗീകരിക്കാൻ എനിക്ക് പാടായിരുന്നു. ,അമാനുഷിക ശക്തികളും കാഴ്ചകളും അവിശ്വസനീയ സന്ദർഭങ്ങളുമൊക്കെ അംഗീകരിക്കാൻ എനിക്ക് പാടായിരുന്നു. 
"മാത്രമല്ല, നന്മയ്ക്കു വേണ്ടി, 1. ധർമത്തിന് വേണ്ടി  എന്നൊക്കെ പേരു പറഞ്ഞ് ""ദൈവങ്ങൾ"" എന്നു പേരിട്ടു വിളിക്കുന്ന കഥാപാത്രങ്ങൾ പോലും 2.  - ഒരു തരത്തിൽ നോക്കിയാൽ, 3. അധർമവും, അനീതിയുമൊക്കെ ചെയ്യുന്ന പോലെയാണ് എനിക്ക് പലപ്പോഴും പുരാണ കഥകൾ കേൾക്കുമ്പോൾ തോന്നിയിട്ടുള്ളത്. ","മാത്രമല്ല, നന്മയ്ക്കു വേണ്ടി, 1. ധർമ്മത്തിന് വേണ്ടി  എന്നൊക്കെ പേരു പറഞ്ഞ് ""ദൈവങ്ങൾ"" എന്നു പേരിട്ടു വിളിക്കുന്ന കഥാപാത്രങ്ങൾ പോലും 2. ഒരു തരത്തിൽ നോക്കിയാൽ, 3. അധർമ്മവും, അനീതിയുമൊക്കെ ചെയ്യുന്ന പോലെയാണ് എനിക്ക് പലപ്പോഴും പുരാണ കഥകൾ കേൾക്കുമ്പോൾ തോന്നിയിട്ടുള്ളത്. "
ഉദാഹരണത്തിന് - മഹാവിഷ്ണുവിന്റെ വാമനാവതാരം ശരിക്കും എന്തിനായിരുന്നു ,ഉദാഹരണത്തിന് - മഹാവിഷ്ണുവിന്റെ വാമനാവതാരം ശരിക്കും എന്തിനായിരുന്നു ?
"നല്ല പോലെ രാജ്യം ഭരിച്ച്, പ്രജാജനപ്രിയനായ, സമാധാനപ്രിയനായ ഒരു രാജാവിനെ എന്തിനു വേണ്ടിയായിരുന്നു പാതാളത്തിലേക്ക് ചവിട്ടി താഴ്ത്തിയത് ?","നല്ലപോലെ രാജ്യം ഭരിച്ച്, പ്രജാജനപ്രിയനായ, സമാധാനപ്രിയനായ ഒരു രാജാവിനെ എന്തിനു വേണ്ടിയായിരുന്നു പാതാളത്തിലേക്ക് ചവിട്ടി താഴ്ത്തിയത് ?"
"അധ്വാനിച്ച്, കഷ്ടപ്പെട്ട്, സ്വന്തം കഴിവുകൊണ്ട് നേടിയെടുത്ത ചിലതിന്റെ മേൽ ചെറിയ രീതിയിൽ അഭിമാനം കൊള്ളുന്നത് അത്ര വലിയ തെറ്റാണോ ","അധ്വാനിച്ച്, കഷ്ടപ്പെട്ട്, സ്വന്തം കഴിവുകൊണ്ട് നേടിയെടുത്ത ചിലതിന്റെ മേൽ ചെറിയ രീതിയിൽ അഭിമാനം കൊള്ളുന്നത് അത്ര വലിയ തെറ്റാണോ ?"
"മഹാബലിയുടെ നേട്ടങ്ങളും, രാജ്യത്തിന്റെ സമ്പൽസമൃദ്ധിയുമാണോ തെറ്റ് - അതോ, ""ദൈവങ്ങൾ"" എന്ന്  വിളിക്കുന്ന ""അമാനുഷിക""രുടെ അസൂയയാണോ ശരിക്കും തെറ്റ് ?","മഹാബലിയുടെ നേട്ടങ്ങളും, രാജ്യത്തിന്റെ സമ്പദ്‌സമൃദ്ധിയുമാണോ തെറ്റ് - അതോ, ""ദൈവങ്ങൾ"" എന്ന്  വിളിക്കുന്ന ""അമാനുഷിക""രുടെ അസൂയയാണോ ശരിക്കും തെറ്റ് ?"
"അല്ല, അതെല്ലാം പോട്ടെ, എന്തുകൊണ്ടാണ് എല്ലാ കഥകളിലും ദൈവങ്ങൾ വെളുത്തവരും അസുരന്മർ കറുത്ത നിറമുള്ളവരും ആവുന്നത് ?","അല്ല, അതെല്ലാം പോട്ടെ, എന്തുകൊണ്ടാണ് എല്ലാ കഥകളിലും ദൈവങ്ങൾ വെളുത്തവരും അസുരന്മാർ കറുത്ത നിറമുള്ളവരും ആവുന്നത് ?"
"കറുത്ത നിറമുള്ള, ശരീര വലുപ്പമുള്ള ആളുകളെ രാക്ഷസന്മാരെന്ന് മുദ്രകുത്തുന്നതും വെളുത്തു മെലിഞ്ഞ ശരീരമുള്ളവരെ ദൈവങ്ങളെന്ന് വാഴ്ത്തിപ്പാടുന്നതും വംശവെറിയല്ലേ ","കറുത്ത നിറമുള്ള, ശരീര വലുപ്പമുള്ള ആളുകളെ രാക്ഷസന്മാരെന്ന് മുദ്രകുത്തുന്നതും വെളുത്തു മെലിഞ്ഞ ശരീരമുള്ളവരെ ദൈവങ്ങളെന്ന് വാഴ്ത്തിപ്പാടുന്നതും വംശവെറിയല്ലേ? "
"പരമശിവൻ കറുത്തിട്ടാണ് - പക്ഷെ, ശൂദ്രന്മാരുടെ ദേവൻ എന്നും ഒരു വിളിപ്പരുണ്ട് ശിവന്. ","പരമശിവൻ കറുത്തിട്ടാണ് - പക്ഷെ, ശൂദ്രന്മാരുടെ ദേവൻ എന്നും ഒരു വിളിപ്പേരുണ്ട് ശിവന്. "
"ഒന്നു നോക്കിയാൽ, ഈ പുരാണങ്ങളും ഐതിഹ്യങ്ങളുമെല്ലാം ജാതിവ്യവസ്ഥയെ അടിച്ചേൽപ്പിക്കാൻ വേണ്ടി ""ഉയർന്ന"" ജാതിക്കാർ കെട്ടിച്ചമച്ച കഥകളാണെന്ന് തോന്നിപോവില്ലേ ?","ഒന്നു നോക്കിയാൽ, ഈ പുരാണങ്ങളും ഐതീഹ്യങ്ങളുമെല്ലാം ജാതിവ്യവസ്ഥയെ അടിച്ചേൽപ്പിക്കാൻ വേണ്ടി ""ഉയർന്ന"" ജാതിക്കാർ കെട്ടിച്ചമച്ച കഥകളാണെന്ന് തോന്നിപോവില്ലേ ?"
ഇനി വേറൊരു കഥ പറയാം 1. - രാമായണം എല്ലാവർക്കും അറിയാവുന്ന ഒരു കഥയാണെന്ന് പ്രതീക്ഷിക്കുന്നു.,ഇനി വേറൊരു കഥ പറയാം 1.. രാമായണം എല്ലാവർക്കും അറിയാവുന്ന ഒരു കഥയാണെന്ന് പ്രതീക്ഷിക്കുന്നു.
"""സീത"" എന്ന കഥാപാത്രത്തെ നമ്മൾ ദേവിയായണ് കാണുന്നത്. ","""സീത"" എന്ന കഥാപാത്രത്തെ നമ്മൾ ദേവിയായാണ് കാണുന്നത്. "
"പക്ഷെ, കഥയിലെ ഏറ്റവും അശക്തയായ കഥാപാത്രവും സീത തന്നെയല്ലേ ","പക്ഷെ, കഥയിലെ ഏറ്റവും അശക്തയായ കഥാപാത്രവും സീത തന്നെയല്ലേ ?"
"സ്വന്തം വിവാഹത്തിൽ പോലും സീതയ്ക്ക് സ്വന്തമായ ഒരു അഭിപ്രായമുണ്ടായിട്ടുണ്ടോ - ചടങ്ങിന് ""സ്വയംവരം"" എന്ന് പേരിട്ടിട്ടു പോലും ","സ്വന്തം വിവാഹത്തിൽ പോലും സീതയ്ക്ക് സ്വന്തമായ ഒരു അഭിപ്രായമുണ്ടായിട്ടുണ്ടോ - ചടങ്ങിന് ""സ്വയംവരം"" എന്ന് പേരിട്ടിട്ടു പോലും ? "
മത്സരമെന്തെന്ന് മുന്നേ നിർണ്യിച്ചതായിരുന്നു.,മത്സരമെന്തെന്ന് മുന്നേ നിർണ്ണയിച്ചതായിരുന്നു.
ജയിക്കുന്ന ആളെ വിവാഹം ചെയ്യണം,ജയിക്കുന്ന ആളെ വിവാഹം ചെയ്യണം.
ശക്തി പരീക്ഷിക്കുന്ന മത്സരമാണ്,ശക്തി പരീക്ഷിക്കുന്ന മത്സരമാണ്.
"ഒരു പക്ഷെ, ആ വില്ലൊടിക്കുന്നത് അതിശക്തനും എന്നാൽ വളരെയതികം സ്വഭാവദൂഷ്യങ്ങളുമുള്ള ഒരു രാജകുമാരനായിരുന്നെങ്കിലോ ? ","ഒരു പക്ഷെ, ആ വില്ലൊടിക്കുന്നത് അതിശക്തനും എന്നാൽ വളരെയധികം സ്വഭാവദൂഷ്യങ്ങളുമുള്ള ഒരു രാജകുമാരനായിരുന്നെങ്കിലോ ? "
അങ്ങനെയോരാളെ വിവാഹം ചെയ്യാൻ തനിക്കാവില്ലെന്നു പറയാൻ സീതയ്ക്ക് നിർവഹമുണ്ടോ ?,അങ്ങനെയോരാളെ വിവാഹം ചെയ്യാൻ തനിക്കാവില്ലെന്നു പറയാൻ സീതയ്ക്ക് നിർവാഹമുണ്ടോ ?
കഥയിലെപ്പോഴും നിസ്ഹായയല്ലേ സീത ? ,കഥയിലെപ്പോഴും നിസ്സഹായയല്ലേ സീത ? 
"ഭർത്താവിന്റെ വാക്കുകൾ അക്ഷരംപ്രതി കേൾക്കുന്ന, മറുത്തൊന്നും പറയാത്ത ""ഉത്മ പതിവ്രത ""","  ഭർത്താവിന്റെ വാക്കുകൾ അക്ഷരംപ്രതി കേൾക്കുന്ന, മറുത്തൊന്നും പറയാത്ത ""ഉത്തമ പതിവ്രത """
സീതയുടെ തെറ്റ് കൊണ്ടാണോ രാവണൻ സീതയെ തട്ടിക്കൊണ്ടു പോയത് ,സീതയുടെ തെറ്റ് കൊണ്ടാണോ രാവണൻ സീതയെ തട്ടിക്കൊണ്ടു പോയത് ? 
സീതയ്ക്ക് അങ്ങനെയൊരു ദുർഗ്ഗതി വന്നത് രാമന്റെ കൂടെ വനവാസത്തിന് പോയത് കൊണ്ട് മാത്രമല്ലെ  ?,സീതയ്ക്ക് അങ്ങനെയൊരു ദുർഗതി വന്നത് രാമന്റെ കൂടെ വനവാസത്തിന് പോയത് കൊണ്ട് മാത്രമല്ലെ  ?
"പോട്ടെ, രാമായണത്തിന്റെ ഒരു പുനരാഖ്യാനത്തിലും രാവണൻ സീതയെ ഉപദ്രവിച്ചതായി പറയുന്നില്ല","പോട്ടെ, രാമായണത്തിന്റെ ഒരു പുനരാഖ്യാനത്തിലും രാവണൻ സീതയെ ഉപദ്രവിച്ചതായി പറയുന്നില്ല. "
"അഥവാ വാസ്തവം അങ്ങനെയാണെന്നു തന്നെയിരിക്കട്ടെ, എന്നാലും രാമൻ സീതയെ ആ ഒരു അവസ്ഥയിൽ ഉപേക്ഷിക്കുന്നത് ശരിയാണോ ","അഥവാ വാസ്തവം അങ്ങനെയാണെന്നു തന്നെയിരിക്കട്ടെ, എന്നാലും രാമൻ സീതയെ ആ ഒരു അവസ്ഥയിൽ ഉപേക്ഷിക്കുന്നത് ശരിയാണോ ?"
"അങ്ങനെയാണോ ഒരു ""മാതൃകാ"" പുരുഷൻ  - അല്ല , ദൈവം - ചെയ്യേണ്ടത് ? ","അങ്ങനെയാണോ ഒരു ""മാതൃക"" പുരുഷൻ  - അല്ല , ദൈവം - ചെയ്യേണ്ടത് ? "
അസുരനും അധകൃതനും ക്രൂരനുമെന്നൊക്കെ വിളിക്കുന്ന രാവണൻ പോലും സ്വന്തം ഭാര്യയ്ക്ക് ഒരു ദുരനുഭവമുണ്ടായപ്പോൾ കൂടെ നിൽക്കുകയാണ് ചെയ്തത് - ആട്ടിപറഞ്ഞയക്കുകയല്ല,അസുരനും അധകൃതനും ക്രൂരനുമെന്നൊക്കെ വിളിക്കുന്ന രാവണൻ പോലും സ്വന്തം ഭാര്യയ്ക്ക് ഒരു ദുരനുഭവമുണ്ടായപ്പോൾ കൂടെ നിൽക്കുകയാണ് ചെയ്തത് - ആട്ടിപറഞ്ഞയക്കുകയല്ല.
അപ്പോൾ ആരാണ് ശരിക്കും മാതൃക,അപ്പോൾ ആരാണ് ശരിക്കും മാതൃക?
"ഒരു തെറ്റും ചെയ്യാത്ത, ഗർഭിണിയായ സ്വന്തം ഭാര്യയെ പെരുവഴിയിലിറക്കി വിട്ട രാമൻ എങ്ങനെയാണ് ദൈവമാകുന്നത്  ","ഒരു തെറ്റും ചെയ്യാത്ത, ഗർഭിണിയായ സ്വന്തം ഭാര്യയെ പെരുവഴിയിലിറക്കി വിട്ട രാമൻ എങ്ങനെയാണ് ദൈവമാകുന്നത് ?"
"വഴിയിലിറക്കി വിടാനായിരുന്നെങ്കിൽ എന്തിനായിരുന്നു ലങ്കയിൽ പോയി രാവണനുമായി യുദ്ധം ചെയ്തത് - ""സീതയെ രക്ഷിക്കാൻ"" എന്നും പറഞ്ഞ്  ","വഴിയിലിറക്കി വിടാനായിരുന്നെങ്കിൽ എന്തിനായിരുന്നു ലങ്കയിൽ പോയി രാവണനുമായി യുദ്ധം ചെയ്തത് - ""സീതയെ രക്ഷിക്കാൻ"" എന്നും പറഞ്ഞ് ? "
ഇതെല്ലാം വെറും പ്രഹസനമായിരുന്നോ,ഇതെല്ലാം വെറും പ്രഹസനമായിരുന്നോ?
"രാമായണത്തിലെ ""സീത"" എന്ന കഥാപാത്രത്തെ സൂക്ഷ്മമയി വിസ്തരിച്ചു പഠിച്ചാൽ ""ഉത്തമ പത്‌നി"" എങ്ങനെ വേണമെന്ന് സ്ത്രീകളെ പഠിപ്പിക്കാൻ പുരുഷന്മാരാൽ രചിക്കപ്പെട്ട ഒരു കൃതി പോലെയില്ലേ?","രാമായണത്തിലെ ""സീത"" എന്ന കഥാപാത്രത്തെ സൂക്ഷ്മമായി വിസ്തരിച്ചു പഠിച്ചാൽ ""ഉത്തമ പത്‌നി"" എങ്ങനെ വേണമെന്ന് സ്ത്രീകളെ പഠിപ്പിക്കാൻ പുരുഷന്മാരാൽ രചിക്കപ്പെട്ട ഒരു കൃതി പോലെയില്ലേ?"
അതിലെവിടെയാണ് മാഹാത്മ്യമുള്ളത് ,അതിലെവിടെയാണ് മാഹാത്മ്യമുള്ളത് ?
"പോട്ടെ, മഹഭാരതമെടുത്താലും ഇങ്ങനെ ഒരുപാടില്ലേ?","പോട്ടെ, മഹാഭാരതമെടുത്താലും ഇങ്ങനെ ഒരുപാടില്ലേ?"
പാഞ്ചലി സ്വയംവരം ചെയ്തത് ഒരാളെ ആയിരുന്നു- അഞ്ചു പേരെയല്ല.,പാഞ്ചാലി സ്വയംവരം ചെയ്തത് ഒരാളെ ആയിരുന്നു- അഞ്ചു പേരെയല്ല.
ചൂതുകളിയിൽ പണയം വയ്ക്കാനുള്ള കരുവായി മാറി പിന്നീടവൾ,ചൂതുകളിയിൽ പണയം വയ്ക്കാനുള്ള കരുവായി മാറി പിന്നീടവൾ. 
ഇതൊക്കെ എങ്ങനെയാണ് യുക്തിപരമായി ചിന്തിക്കുന്ന ഒരു വായനക്കാരന് അംഗീകരിക്കാൻ പറ്റുന്നത് ,ഇതൊക്കെ എങ്ങനെയാണ് യുക്തിപരമായി ചിന്തിക്കുന്ന ഒരു വായനക്കാരന് അംഗീകരിക്കാൻ പറ്റുന്നത് ?
ഞാനിവിടെ നിർത്തുകയാണ് ,ഞാനിവിടെ നിർത്തുകയാണ്. 
ഹിന്ദുമത പുരാണങ്ങളിൽ മാത്രമല്ല ലോകത്തിലുള്ള പ്രശസ്തമായ പല മതങ്ങളുടെയും പുരാണ കഥകൾ വായിച്ചൽ ഇത്തരത്തിലുള്ള ഒട്ടനവധി പ്രമേയങ്ങൾ കാണാം.,ഹിന്ദുമത പുരാണങ്ങളിൽ മാത്രമല്ല ലോകത്തിലുള്ള പ്രശസ്തമായ പല മതങ്ങളുടെയും പുരാണ കഥകൾ വായിച്ചാൽ ഇത്തരത്തിലുള്ള ഒട്ടനവധി പ്രമേയങ്ങൾ കാണാം.
"ഇതിൽ നിന്നെല്ലാം നമുക്ക് മനസ്സിലാക്കാവുന്നത്, ""മഹത്വ""ത്തിലുപരി ശരിയോ തെറ്റോ എന്നിലാതെ ഓരോ കാലഘട്ടത്തിലെയും സമൂഹ്യ വ്യവസ്ഥകൾക്ക് അടിയുറപ്പ് നൽകാൻ ആ കാലത്തെ കഴിവും അധികാരവുമുള്ളവർ അവരെ അനുകൂലിക്കുന്ന ഒരു സമൂഹത്തെ കെട്ടിപ്പടുത്താൻ കെട്ടിച്ചമച്ച കഥകളാണെന്ന് മാത്രമാണ്.","ഇതിൽ നിന്നെല്ലാം നമുക്ക് മനസ്സിലാക്കാവുന്നത്, ""മഹത്വ""ത്തിലുപരി ശരിയോ തെറ്റോ എന്നിലാതെ ഓരോ കാലഘട്ടത്തിലെയും സാമൂഹ്യ വ്യവസ്ഥകൾക്ക് അടിയുറപ്പ് നൽകാൻ ആ കാലത്തെ കഴിവും അധികാരവുമുള്ളവർ അവരെ അനുകൂലിക്കുന്ന ഒരു സമൂഹത്തെ കെട്ടിപ്പടുത്താൻ കെട്ടിച്ചമച്ച കഥകളാണെന്ന് മാത്രമാണ്."
ഇന്നും ഇങ്ങനെയുള്ള കഥകൾക്ക് പ്രസക്തയുണ്ടോ എന്ന് നാമെല്ലാം ചിന്തിക്കേണ്ടിയിരിക്കുന്നു.,ഇന്നും ഇങ്ങനെയുള്ള കഥകൾക്ക് പ്രസക്തിയുണ്ടോ എന്ന് നാമെല്ലാം ചിന്തിക്കേണ്ടിയിരിക്കുന്നു.
ആശയങ്ങളും അഭിപ്രായങ്ങളും എഴുത്തുകാരിയുടേത് മാത്രം ,ആശയങ്ങളും അഭിപ്രായങ്ങളും എഴുത്തുകാരിയുടേത് മാത്രം.  
,
"ഞാൻ ഇന്ന് 15 വർഷം മുൻപത്തെ ഞാനും, ഇന്നത്തെ ഞാനും തമ്മിലുള്ള ഒരു difference എഴുതാൻ താത്പര്യപ്പെടുന്നു.","15 വർഷം മുൻപത്തെ ഞാനും, ഇന്നത്തെ ഞാനും തമ്മിലുള്ള ഒരു difference എഴുതാൻ ഞാൻ ഇന്ന് താത്പര്യപ്പെടുന്നു."
ഞാൻ ഇന്ന് IIT Bombay ഇൽ PhD പഠനം നടത്തിവരുന്നു,ഞാൻ ഇന്ന് IIT Bombay ഇൽ PhD പഠനം നടത്തിവരുന്നു.
15 വർഷം മുൻപ് ഞാൻ ഒരു പത്താം ക്ലാസ് വിദ്യാർഥിനി ആയിരുന്നു.,15 വർഷം മുൻപ് ഞാൻ ഒരു പത്താം ക്ലാസ് വിദ്യാർത്ഥിനി ആയിരുന്നു.
"അന്ന് ഞാൻ ഒരിക്കലും 15 വർഷത്തിന് ശേഷം മുംബൈയിൽ പഠിക്കുമെന്നും, PhD വരെ പഠിക്കുമെന്നോ വിചാരിച്ചു കാണില്ല. ","അന്ന് ഞാൻ ഒരിക്കലും 15 വർഷത്തിന് ശേഷം മുംബൈയിൽ പഠിക്കുമെന്നോ , PhD വരെ പഠിക്കുമെന്നോ വിചാരിച്ചു കാണില്ല. 
"
ഞാൻ സ്കൂൾ കാലങ്ങളിൽ അത്യാവശ്യം നന്നായി കളിച്ചു വളർന്ന ഒരു കുട്ടിയാണ്,ഞാൻ സ്കൂൾ കാലങ്ങളിൽ അത്യാവശ്യം നന്നായി കളിച്ചു വളർന്ന ഒരു കുട്ടിയാണ്. 
സ്കൂളിന് നിന്നോ വീട്ടിൽ നിന്നോ എനിക്ക് പഠിക്കുവാൻ വേണ്ടി അധികം സമ്മദ്ദം ഉണ്ടായിരുന്നില്ല. ,സ്കൂളിന് നിന്നോ വീട്ടിൽ നിന്നോ എനിക്ക് പഠിക്കുവാൻ വേണ്ടി അധികം സമ്മർദ്ദം ഉണ്ടായിരുന്നില്ല.
പണ്ടുതൊട്ടേ എനിക്കൊരു അധ്യാപിക ആകുവാൻ വളരെ അധികം താല്പര്യം ഉണ്ടായിരുന്നു. ,പണ്ടുതൊട്ടേ എനിക്കൊരു അദ്ധ്യാപിക ആകുവാൻ വളരെ അധികം താല്പര്യം ഉണ്ടായിരുന്നു. 
"ആ കാലങ്ങളിൽ സ്കൂൾ 1.  അധ്യാപിക ആകുവാനും, college 2. അധ്യാപിക ആകുവാനും 3. ആയി ആഗ്രഹം ചെറുതായി മാറിവന്നു. ","ആ കാലങ്ങളിൽ സ്കൂൾ 1. അദ്ധ്യാപിക ആകുവാനും, college 2. അദ്ധ്യാപിക ആകുവാനും ഉള്ള ആഗ്രഹം ചെറുതായി മാറിവന്നു. "
"അന്നത്തെ ആഗ്രഹം നോക്കുമ്പോൾ, ഇന്ന് താരതമേന്യ ജോലിയുടെ ഫലം 1. അറിവു പകർത്തികൊടുക്കുക 2. എന്നതൽ ഉപരി വേറെ 3. കാര്യങ്ങളിലേക്കും ആഗ്രഹങ്ങൾ 4. പോകാതില്ല. ","അന്നത്തെ ആഗ്രഹം നോക്കുമ്പോൾ, ഇന്ന് താരതമേന്യ ജോലിയുടെ ഫലം 1.  - അറിവു പകർത്തികൊടുക്കുക 2. എന്നതിൽ ഉപരി വേറെ 3. കാര്യങ്ങളിലേക്ക് ആഗ്രഹങ്ങൾ 4. പോകാറില്ല . "
"ഇവിടെയും, ഇതിനു മുൻപത്തെ പഠനവും കാരണമായേക്കാം","ഇവിടെയും, ഇതിനു മുൻപത്തെ പഠനവും കാരണമായേക്കാം."
"എനിക്കിപ്പോൾ, അധ്യാപനത്തിനു കൂടെ  തന്നെ ഗവേഷണത്തിലും അതിയായ താത്പര്യം ഉറവിട്ടിട്ടുണ്ട്.","എനിക്കിപ്പോൾ, അദ്ധ്യാപനത്തിന് കൂടെ  തന്നെ ഗവേഷണത്തിലും അതിയായ താത്പര്യം ഉറവിട്ടിട്ടുണ്ട്."
"ഗവേഷണങ്ങൾകൊണ്ടും, അതിന്റെ ഫലങ്ങൾകൊണ്ടും , സമൂഹത്തിനുവേണ്ടി എന്തെങ്കിലും കാര്യമായ സംഭാവന ചെയ്യണമെന്ന ആഗ്രഹം തോന്നുന്നു","ഗവേഷണങ്ങൾകൊണ്ടും, അതിന്റെ ഫലങ്ങൾകൊണ്ടും , സമൂഹത്തിനുവേണ്ടി എന്തെങ്കിലും കാര്യമായ സംഭാവന ചെയ്യണമെന്ന ആഗ്രഹം തോന്നുന്നു."
"15 വർഷം മുൻപ് എനിക്ക് ഇങ്ങനെയൊക്കെ ചിന്തിക്കാനോ, ആഗ്രഹിക്കാനോ ഉള്ള ആത്മവിശ്വാസം ഉണ്ടായിക്കാണില്ല  ","15 വർഷം മുൻപ് എനിക്ക് ഇങ്ങനെയൊക്കെ ചിന്തിക്കാനോ, ആഗ്രഹിക്കാനോ ഉള്ള ആത്മവിശ്വാസം ഉണ്ടായിക്കാണില്ല.  "
"കൂടുതൽ ജീവിതാനുഭവങ്ങൾകൊണ്ടും, പഠനാനുഭവങ്ങൾക്കൊണ്ടും ആത്മവിശ്വാസം കൂടിയത് ആവാം","കൂടുതൽ ജീവിതാനുഭവങ്ങൾകൊണ്ടും, പഠനാനുഭവങ്ങൾക്കൊണ്ടും ആത്മവിശ്വാസം കൂടിയത് ആവാം."
"അന്നത്തെ എന്നെ പറ്റി ആലോചിക്കുമ്പോൾ 1. , അന്ന്  ഞാൻ പഠിച്ചു വളർന്ന 2. സാഹചര്യത്തെ പറ്റിയും, എന്റെ അന്നത്തെ മറ്റുള്ളവരോട് ഉണ്ടായിരുന്ന 3. പെരുമാറ്റത്തെ പറ്റിയും  4. , എനിക്ക് 5. അതിൽ 6. വളരേ അഭിമാനമുണ്ട്.","അന്നത്തെ എന്നെ പറ്റി ആലോചിക്കുമ്പോൾ 1. - അന്ന്  ഞാൻ പഠിച്ചു വളർന്ന 2. സാഹചര്യം , എന്റെ അന്നത്തെ മറ്റുള്ളവരോട് ഉണ്ടായിരുന്ന 3. പെരുമാറ്റം 4. - എനിക്ക് 6. വളരെ അഭിമാനമുണ്ട്. "
"അതുപോലെതന്നെ അന്നത്തെ എനിക്ക് ഇന്നത്തെ എന്നെ കണ്ടാലും, അതെ അഭിമാനം തോന്നുമെന്ന് ഞാൻ പ്രതീക്ഷിക്കുന്നു. ","അതുപോലെതന്നെ അന്നത്തെ എനിക്ക് 1. , ഇന്നത്തെ എന്നെ കണ്ടാലും, അതെ അഭിമാനം തോന്നുമെന്ന് ഞാൻ പ്രതീക്ഷിക്കുന്നു. "
ആധുനിക സമൂഹത്തിൽ മനുഷ്യർക്ക് ഒഴിച്ചു കൂടാന്തത്ത ഒന്നാണ് സോഷ്യൽ മീഡിയ .,ആധുനിക സമൂഹത്തിൽ മനുഷ്യർക്ക് ഒഴിച്ചുകൂടാത്ത ഒന്നാണ് സോഷ്യൽ മീഡിയ.
നമ്മുടെ നിത്യ ജീവിതത്തിന്റെ ഒരു ഭാഗമായി സോഷ്യൽ മീഡിയ മാറിയിരിക്കുന്നു. ,നമ്മുടെ നിത്യജീവിതത്തിന്റെ ഒരു ഭാഗമായി സോഷ്യൽ മീഡിയ മാറിയിരിക്കുന്നു. 
